DOCNO,round_number,query_id,author_id,query,TEXT,QREL,KSREL,POS,DELTA,DELTA_2,DELTA_3
ROUND-4-195-DUMMY_1,4,195,DUMMY_1,pressure washers,"Pressure Washers are a 'Must-Have' Multi-Purpose cleaning tool for every home owner! Pressure washers (or power washers) easily clean decks, patios, driveways, siding, sheds, outdoor power equipment and more. We supply performance-oriented pressure washers in a range of different sizes, configurations and horsepowers. As well as all the accessories and connectors you need to hit the ground spraying. We carry Gas Power Washers and Electric Pressure Washers in sizes that can handle any project and can handle even the toughest jobs. Our inventory includes washers flow rate of  1 – 5 GPM and pressure of 1000 – 3500 PSI. We have all the top brands for you including Karcher, Generac and even Simpson. All in addition to replacement and extension hoses, quick disconnect adapters, spray guns and nozzles, pressure regulators and crankcase oil. Not to mention a wide range of spray tips and power wash concentrates.",0,3,1,0,0,1
ROUND-4-195-BOT,4,195,BOT,pressure washers,"Pressure Washers can be found both for commercial users and private users, offering a line of powerful, performance-oriented pressure washers in a range of different sizes, configurations and horsepowers.
pressure washers are Tractor Supply carries a full line of powerful, performance-oriented pressure washers in a range of different sizes, configurations and horsepowers.
This high-pressure water spray technique often uses ""pressure washers"" or ""power washers"".
We carry Gas Power Washers and Electric Pressure Washers in sizes that can handle any project and can handle even the toughest jobs.",0,1,3,1,1,2
ROUND-4-195-DUMMY_2,4,195,DUMMY_2,pressure washers,"pressure washers are Tractor Supply carries a full line of powerful, performance-oriented pressure washers in a range of different sizes, configurations and horsepowers. As well as all the accessories and connectors you need to hit the ground spraying. We carry cold water residential pressure washers in sizes that can handle any project on your list – from 1700 PSI at 1.8 GPM all the way up to 4200 PSI at 4.0 GPM. And commercial hot water skid mount units that can handle even the toughest jobs. All in addition to replacement and extension hoses, quick disconnect adapters, spray guns and nozzles, pressure regulators and crankcase oil. Not to mention a wide range of spray tips and power wash concentrates.  You are welcome to search us on Wikipedia: pressure washers.",2,2,4,-2,-2,-3
ROUND-4-195-ROMJQN,4,195,ROMJQN,pressure washers,"Kircher Pressure Washer Spare Parts and Accessories
Your Kircher pressure washer is a serious piece of gardening gear, and we are serious about providing all the genuine Kircher pressure washer spares you will ever need. To find the right Kircher parts for your pressure washer, simply select your model from the list to see our complete selection for your machine.
We are an approved Kircher dealer, so we also have great deals on new Kircher pressure washers.",0,3,5,0,-2,-1
ROUND-4-195-5J5M18,4,195,5J5M18,pressure washers,"Pressure Washers are a Multi-Purpose home caring cleaning tool for every home owner. Pressure washers (or power washers) easily clean decks, patios, driveways, siding, sheds, outdoor power equipment and more. We supply performance-oriented pressure washers in a range of different sizes, configurations and horsepowers. As well as all the accessories and connectors you need to hit the ground spraying. We carry Gas Power Washers and Electric Pressure Washers in sizes that can handle any project and can handle even the toughest jobs. Our inventory includes washers flow rate of 1 - 5 GPM and pressure of 1000 - 3500 PSI. We have all the top brands for you including Karcher, Generac and even Simpson. All in addition to replacement and extension hoses, quick disconnect adapters, spray guns and nozzles, pressure regulators and crankcase oil.",1,3,2,1,3,1
ROUND-1-167-DUMMY_1,1,167,DUMMY_1,barbados,"Barbados is the eastern-most Caribbean island. It is located at 13.1N, 59.4W.The island was created as a result of the collision of the Atlantic crustal and Caribbean plates, along with a volcanic eruption.
Barbados original inhabitants were the Arawak Indians and later they were followed by the Caribs (Venezuela), who invaded and forced them off during the 1200's.
In 1536 Portuguese explorer Pedro a Campos discovered Barbados claiming that the island was uninhabited and that there was no sign of Amerindian life on the island.
In 1625 Captain John Powell landed on Barbados and claimed the uninhabited island for England.
Two years later, on February 17th 1627, 80 settlers and 10 slaves landed on Barbados. The group established the island's first European settlement, Jamestown, on the western coast at what is now Holetown.",2,3,1,0,0,0
ROUND-1-167-DUMMY_2,1,167,DUMMY_2,barbados,"an island country in the Caribbean, the most easterly of the Caribbean islands; population 284,600 (est. 2009); capital, Bridgetown; official language, English. Barbados was a British colony until it gained independence within the Commonwealth of Nations in 1966. Barbados ranked second in the Americas (after Canada) and 17th globally (after Belgium and Japan) on Transparency International's Corruption Perception Index. The origin of the name Barbados is either the Portuguese word Barbados or the Spanish equivalent los Barbados, both meaning ""the bearded ones"".The original name for Barbados in the Pre-Columbian era was Ichirouganaim according to accounts by descendants of the indigenous Arawakan-speaking tribes in other regional areas, Other names or nicknames associated with Barbados include ""Bim"" and ""Bimshire"".",0,3,2,0,0,0
ROUND-1-167-BOT,1,167,BOT,barbados,"The island of Barbados is located at 13.4ºN and 54.4ºW and is situated in the western area of the North Atlantic Ocean and 100 kilometers east of the Windward Islands and the Caribbean Sea. Barbados is seen by most scientists as geologically unique as it was formed as a result of an amalgamation of two land masses over a period of many years. The peaceful Arawaks and the more ferocious Caribs were the first inhabitants of Barbados. However, when English Captain, John Powell arrived in 1625, the island was uninhabited and as a result he claimed it for King James I of England.  In 1627, the first permanent settlers arrived from England, and it became an English and later British colony .Also Powell returned to Barbados in 1627 at the site which is now known as Holetown.",3,3,3,0,0,0
ROUND-1-167-SBHV4U,1,167,SBHV4U,barbados,"The island of Barbados is located at 13.4?N and 54.4?W and is situated in the western area of the North Atlantic Ocean and 100 kilometres east of the Windward Islands and the Caribbean Sea. The island is seen by most scientists as geologically unique as it was formed as a result of an amalgamation of two land masses over a period of many years. The peaceful Arawaks and the more ferocious Caribs were the first inhabitants of Barbados. However, when English Captain, John Powell arrived in 1625, the island was uninhabited and as a result he claimed it for King James I of England. Powell soon returned to England to put the necessary plans in place and subsequently returned to Barbados in February of 1627 at the site which is now known as Holetown.",3,3,5,0,0,0
ROUND-1-167-ZV1LFW,1,167,ZV1LFW,barbados,"The island of Barbados is one of the carribean islands, located in the Atlantic Ocean. Barbados is familiar with its gorgeous beaches, vacations and quiteness, given that the closest state to it is Venezuala at distance of 300 miles. Barbados area is 167 squared miles, and its length is only 21 miles. The island of Barbados has unique history of regins, including the Ameridan, the English and even the Spanish Crown.",2,3,4,0,0,0
ROUND-2-167-DUMMY_1,2,167,DUMMY_1,barbados,"Barbados is the eastern-most Caribbean island. It is located at 13.1N, 59.4W.The island was created as a result of the collision of the Atlantic crustal and Caribbean plates, along with a volcanic eruption.
Barbados original inhabitants were the Arawak Indians and later they were followed by the Caribs (Venezuela), who invaded and forced them off during the 1200's.
In 1536 Portuguese explorer Pedro a Campos discovered Barbados claiming that the island was uninhabited and that there was no sign of Amerindian life on the island.
In 1625 Captain John Powell landed on Barbados and claimed the uninhabited island for England.
Two years later, on February 17th 1627, 80 settlers and 10 slaves landed on Barbados. The group established the island's first European settlement, Jamestown, on the western coast at what is now Holetown.",2,3,2,-1,0,0
ROUND-2-167-DUMMY_2,2,167,DUMMY_2,barbados,"Barbados has experienced several waves of human habitation.The first wave were of the Saladoid-Barrancoid group, farmers, fishermen, and ceramists who arrived by canoe from Venezuela's Orinoco Valley around 350 AD.The name ""Barbados"" comes from a Portuguese explorer named Pedro Campos in 1536, who originally called the island Los Barbados (""The Bearded Ones""), after the appearance of the island's fig trees, whose long hanging aerial roots resembled beards.Barbados was formally settled by the British in 1627. After several failed crops of cotton, sugarcane was introduced, and the colony established itself as a profitable plantation economy.The economy remained heavily dependent on sugar, rum and molasses production through most of the 20th century.",2,3,4,-2,0,0
ROUND-2-167-BOT,2,167,BOT,barbados,"The island of Barbados is located at 13.4ºN and 54.4ºW and is situated in the western area of the North Atlantic Ocean and 100 kilometers east of the Windward Islands and the Caribbean Sea. Barbados is the eastern-most Caribbean island. The peaceful Arawaks and the more ferocious Caribs were the first inhabitants of Barbados. However, when English Captain, John Powell arrived in 1625, the island was uninhabited and as a result he claimed it for King James I of England.  In 1627, the first permanent settlers arrived from England, and it became an English and later British colony .Also Powell returned to Barbados in 1627 at the site which is now known as Holetown.",3,3,3,0,0,0
ROUND-2-167-SBHV4U,2,167,SBHV4U,barbados,"The island of Barbados is located at 13.4?N and 54.4?W and is situated in the western area of the North Atlantic Ocean and 100 kilometres east of the Windward Islands and the Caribbean Sea. The island is seen by most scientists as geologically unique as it was formed as a result of an amalgamation of two land masses over a period of many years. The peaceful Arawaks and the more ferocious Caribs were the first inhabitants of Barbados. However, when English Captain, John Powell arrived in 1625, the island was uninhabited and as a result he claimed it for King James I of England. Powell soon returned to England to put the necessary plans in place and subsequently returned to Barbados in February of 1627 at the site which is now known as Holetown.",3,3,5,0,0,0
ROUND-2-167-ZV1LFW,2,167,ZV1LFW,barbados,"Barbados is an island country which is located in the Lesser Antilles of the West Indies, in the Caribbean region of North America. Tourists like to visit Barbados for its nature and broad history. On the island you can find many beautiful waterfalls and landscapes. The main sight on the isalnd is Harrison's cave which was created thousands of years ago. Lucia's beach is a great place to go as welll. It is known for its white sands and clean tourquoise waters. History lovers like to visit the oldest church in barbados which was built in 1625 by the Englishmen that moved there and claimed Barbados for their king, Charles the third. There are many travel plans to follow in Barbados and each travel agenacy include accomodation for a very worthy price. For more details go to www.visit-babados.com",3,3,1,3,0,0
ROUND-3-167-DUMMY_1,3,167,DUMMY_1,barbados,"Barbados is the eastern-most Caribbean island. The island was created as a result of the collision of the Atlantic crustal and Caribbean plates.
Barbados original inhabitants were the Arawak Indians.
In 1625 Captain John Powell landed on Barbados and claimed the uninhabited island for England. Two years later 80 settlers and 10 slaves landed on Barbados and established the first European settlement, Jamestown, on the western coast at what is now Holetown.
Today, Barbados is a tourist destination known for its beachfront luxury resorts, nightlife, food, culture and shopping.",3,2,3,-1,-2,0
ROUND-3-167-DUMMY_2,3,167,DUMMY_2,barbados,"Barbados has experienced several waves of human habitation.The first wave were of the Saladoid-Barrancoid group, farmers, fishermen, and ceramists who arrived by canoe from Venezuela's Orinoco Valley around 350 AD.The name ""Barbados"" comes from a Portuguese explorer named Pedro Campos in 1536, who originally called the island Los Barbados (""The Bearded Ones""), after the appearance of the island's fig trees, whose long hanging aerial roots resembled beards.Barbados was formally settled by the British in 1627. After several failed crops of cotton, sugarcane was introduced, and the colony established itself as a profitable plantation economy.The economy remained heavily dependent on sugar, rum and molasses production through most of the 20th century.",3,3,4,0,-2,0
ROUND-3-167-BOT,3,167,BOT,barbados,"Barbados is the eastern-most Caribbean island. Barbados is the eastern-most Caribbean island. The peaceful Arawaks and the more ferocious Caribs were the first inhabitants of Barbados. However, when English Captain, John Powell arrived in 1625, the island was uninhabited and as a result he claimed it for King James I of England.  In 1627, the first permanent settlers arrived from England, and it became an English and later British colony .Also Powell returned to Barbados in 1627 at the site which is now known as Holetown.",2,3,2,1,1,0
ROUND-3-167-SBHV4U,3,167,SBHV4U,barbados,"The island of Barbados is located at 13.4?N and 54.4?W and is situated in the western area of the North Atlantic Ocean and 100 kilometres east of the Windward Islands and the Caribbean Sea. The island is seen by most scientists as geologically unique as it was formed as a result of an amalgamation of two land masses over a period of many years. The peaceful Arawaks and the more ferocious Caribs were the first inhabitants of Barbados. However, when English Captain, John Powell arrived in 1625, the island was uninhabited and as a result he claimed it for King James I of England. Powell soon returned to England to put the necessary plans in place and subsequently returned to Barbados in February of 1627 at the site which is now known as Holetown.",3,3,5,0,0,0
ROUND-3-167-ZV1LFW,3,167,ZV1LFW,barbados,"Barbados is an island country which is located in the Lesser Antilles of the West Indies, in the Caribbean region of North America. Tourists like to visit Barbados for its nature and broad history. On the island you can find many beautiful waterfalls and landscapes. The main sight on the isalnd is Harrison's cave which was created thousands of years ago. Lucia's beach is a great place to go as welll. It is known for its white sands and clean tourquoise waters. History lovers like to visit the oldest church in barbados which was built in 1625 by the Englishmen that moved there and claimed Barbados for their king, Charles the third. There are many travel plans to follow in Barbados and each travel agenacy include accomodation for a very worthy price. For more details go to www.visit-babados.com",3,3,1,0,3,0
ROUND-4-167-DUMMY_1,4,167,DUMMY_1,barbados,"Barbados is the eastern-most Caribbean island. The island was created as a result of the collision of the Atlantic crustal and Caribbean plates.
Barbados original inhabitants were the Arawak Indians.
In 1625 Captain John Powell landed on Barbados and claimed the uninhabited island for England. Two years later 80 settlers and 10 slaves landed on Barbados and established the first European settlement, Jamestown, on the western coast at what is now Holetown.
Today, Barbados is a tourist destination known for its beachfront luxury resorts, nightlife, food, culture and shopping.",3,2,2,1,0,-1
ROUND-4-167-DUMMY_2,4,167,DUMMY_2,barbados,"Barbados has experienced several waves of human habitation.The first wave were of the Saladoid-Barrancoid group, farmers, fishermen, and ceramists who arrived by canoe from Venezuela's Orinoco Valley around 350 AD.The name ""Barbados"" comes from a Portuguese explorer named Pedro Campos in 1536, who originally called the island Los Barbados (""The Bearded Ones""), after the appearance of the island's fig trees, whose long hanging aerial roots resembled beards.Barbados was formally settled by the British in 1627. After several failed crops of cotton, sugarcane was introduced, and the colony established itself as a profitable plantation economy.The economy remained heavily dependent on sugar, rum and molasses production through most of the 20th century.",3,3,4,0,0,-2
ROUND-4-167-BOT,4,167,BOT,barbados,"Barbados is the eastern-most Caribbean island. Barbados is the eastern-most Caribbean island. The peaceful Arawaks and the more ferocious Caribs were the first inhabitants of Barbados. History lovers like to visit the oldest church in barbados which was built in 1625 by the Englishmen that moved there and claimed Barbados for their king, Charles the third.  In 1627, the first permanent settlers arrived from England, and it became an English and later British colony .Also Powell returned to Barbados in 1627 at the site which is now known as Holetown.",2,3,3,-1,0,0
ROUND-4-167-SBHV4U,4,167,SBHV4U,barbados,"The island of Barbados is located at 13.4?N and 54.4?W and is situated in the western area of the North Atlantic Ocean and 100 kilometres east of the Windward Islands and the Caribbean Sea. The island is seen by most scientists as geologically unique as it was formed as a result of an amalgamation of two land masses over a period of many years. The peaceful Arawaks and the more ferocious Caribs were the first inhabitants of Barbados. However, when English Captain, John Powell arrived in 1625, the island was uninhabited and as a result he claimed it for King James I of England. Powell soon returned to England to put the necessary plans in place and subsequently returned to Barbados in February of 1627 at the site which is now known as Holetown.",3,3,5,0,0,0
ROUND-4-167-ZV1LFW,4,167,ZV1LFW,barbados,"Barbados is an island country which is located in the Lesser Antilles of the West Indies, in the Caribbean region of North America. Tourists like to visit Barbados for its nature and broad history. On the island you can find many beautiful waterfalls and landscapes. The main sight on the isalnd is Harrison's cave which was created thousands of years ago. Lucia's beach is a great place to go as welll. It is known for its white sands and clean tourquoise waters. History lovers like to visit the oldest church in barbados which was built in 1625 by the Englishmen that moved there and claimed Barbados for their king, Charles the third. There are many travel plans to follow in Barbados and each travel agenacy include accomodation for a very worthy price. For more details go to www.visit-babados.com",3,3,1,0,0,3
